YEAR,LAT,LON,Month,Precipitation,Date
2000,11.0,38.125,1,0.0,2000-01-01
2000,11.0,38.75,1,0.0,2000-01-01
2000,11.0,39.375,1,0.0,2000-01-01
2000,11.0,40.0,1,0.0,2000-01-01
2000,11.0,40.625,1,0.0,2000-01-01
2000,11.0,41.25,1,0.0,2000-01-01
2000,11.0,41.875,1,0.01,2000-01-01
2000,11.0,42.5,1,0.04,2000-01-01
2000,11.5,33.125,1,0.0,2000-01-01
2000,11.5,33.75,1,0.0,2000-01-01
2000,11.5,34.375,1,0.0,2000-01-01
2000,11.5,35.0,1,0.01,2000-01-01
2000,11.5,35.625,1,0.02,2000-01-01
2000,11.5,36.25,1,0.02,2000-01-01
2000,11.5,36.875,1,0.01,2000-01-01
2000,11.5,37.5,1,0.0,2000-01-01
2000,11.5,38.125,1,0.0,2000-01-01
2000,11.5,38.75,1,0.0,2000-01-01
2000,11.5,39.375,1,0.0,2000-01-01
2000,11.5,40.0,1,0.0,2000-01-01
2000,11.5,40.625,1,0.0,2000-01-01
2000,11.5,41.25,1,0.0,2000-01-01
2000,11.5,41.875,1,0.01,2000-01-01
2000,11.5,42.5,1,0.04,2000-01-01
2000,12.0,33.125,1,0.0,2000-01-01
2000,12.0,33.75,1,0.0,2000-01-01
2000,12.0,34.375,1,0.0,2000-01-01
2000,12.0,35.0,1,0.01,2000-01-01
2000,12.0,35.625,1,0.02,2000-01-01
2000,12.0,36.25,1,0.02,2000-01-01
2000,12.0,36.875,1,0.01,2000-01-01
2000,12.0,37.5,1,0.0,2000-01-01
2000,12.0,38.125,1,0.0,2000-01-01
2000,12.0,38.75,1,0.0,2000-01-01
2000,12.0,39.375,1,0.0,2000-01-01
2000,12.0,40.0,1,0.0,2000-01-01
2000,12.0,40.625,1,0.0,2000-01-01
2000,12.0,41.25,1,0.0,2000-01-01
2000,12.0,41.875,1,0.06,2000-01-01
2000,12.0,42.5,1,0.13,2000-01-01
2000,3.0,33.125,1,0.01,2000-01-01
2000,3.0,33.75,1,0.0,2000-01-01
2000,3.0,34.375,1,0.02,2000-01-01
2000,3.0,35.0,1,0.04,2000-01-01
2000,3.0,35.625,1,0.05,2000-01-01
2000,3.0,36.25,1,0.12,2000-01-01
2000,3.0,36.875,1,0.19,2000-01-01
2000,3.0,37.5,1,0.37,2000-01-01
2000,3.0,38.125,1,0.63,2000-01-01
2000,3.0,38.75,1,0.62,2000-01-01
2000,3.0,39.375,1,0.4,2000-01-01
2000,3.0,40.0,1,0.3,2000-01-01
2000,3.0,40.625,1,0.12,2000-01-01
2000,3.0,41.25,1,0.08,2000-01-01
2000,3.0,41.875,1,0.03,2000-01-01
2000,3.0,42.5,1,0.03,2000-01-01
2000,3.5,33.125,1,0.03,2000-01-01
2000,3.5,33.75,1,0.02,2000-01-01
2000,3.5,34.375,1,0.03,2000-01-01
2000,3.5,35.0,1,0.08,2000-01-01
2000,3.5,35.625,1,0.09,2000-01-01
2000,3.5,36.25,1,0.12,2000-01-01
2000,3.5,36.875,1,0.21,2000-01-01
2000,3.5,37.5,1,0.27,2000-01-01
2000,3.5,38.125,1,0.53,2000-01-01
2000,3.5,38.75,1,0.41,2000-01-01
2000,3.5,39.375,1,0.33,2000-01-01
2000,3.5,40.0,1,0.22,2000-01-01
2000,3.5,40.625,1,0.1,2000-01-01
2000,3.5,41.25,1,0.06,2000-01-01
2000,3.5,41.875,1,0.02,2000-01-01
2000,3.5,42.5,1,0.01,2000-01-01
2000,4.0,33.125,1,0.06,2000-01-01
2000,4.0,33.75,1,0.04,2000-01-01
2000,4.0,34.375,1,0.05,2000-01-01
2000,4.0,35.0,1,0.11,2000-01-01
2000,4.0,35.625,1,0.13,2000-01-01
2000,4.0,36.25,1,0.12,2000-01-01
2000,4.0,36.875,1,0.15,2000-01-01
2000,4.0,37.5,1,0.18,2000-01-01
2000,4.0,38.125,1,0.23,2000-01-01
2000,4.0,38.75,1,0.2,2000-01-01
2000,4.0,39.375,1,0.2,2000-01-01
2000,4.0,40.0,1,0.14,2000-01-01
2000,4.0,40.625,1,0.08,2000-01-01
2000,4.0,41.25,1,0.05,2000-01-01
2000,4.0,41.875,1,0.01,2000-01-01
2000,4.0,42.5,1,0.01,2000-01-01
2000,4.5,33.125,1,0.05,2000-01-01
2000,4.5,33.75,1,0.06,2000-01-01
2000,4.5,34.375,1,0.07,2000-01-01
2000,4.5,35.0,1,0.12,2000-01-01
2000,4.5,35.625,1,0.14,2000-01-01
2000,4.5,36.25,1,0.09,2000-01-01
2000,4.5,36.875,1,0.08,2000-01-01
2000,4.5,37.5,1,0.09,2000-01-01
2000,4.5,38.125,1,0.13,2000-01-01
2000,4.5,38.75,1,0.13,2000-01-01
2000,4.5,39.375,1,0.13,2000-01-01
2000,4.5,40.0,1,0.12,2000-01-01
2000,4.5,40.625,1,0.07,2000-01-01
2000,4.5,41.25,1,0.05,2000-01-01
2000,4.5,41.875,1,0.01,2000-01-01
2000,4.5,42.5,1,0.0,2000-01-01
2000,5.0,33.125,1,0.06,2000-01-01
2000,5.0,33.75,1,0.06,2000-01-01
2000,5.0,34.375,1,0.08,2000-01-01
2000,5.0,35.0,1,0.13,2000-01-01
2000,5.0,35.625,1,0.14,2000-01-01
2000,5.0,36.25,1,0.07,2000-01-01
2000,5.0,36.875,1,0.06,2000-01-01
2000,5.0,37.5,1,0.05,2000-01-01
2000,5.0,38.125,1,0.07,2000-01-01
2000,5.0,38.75,1,0.08,2000-01-01
2000,5.0,39.375,1,0.07,2000-01-01
2000,5.0,40.0,1,0.07,2000-01-01
2000,5.0,40.625,1,0.05,2000-01-01
2000,5.0,41.25,1,0.06,2000-01-01
2000,5.0,41.875,1,0.01,2000-01-01
2000,5.0,42.5,1,0.0,2000-01-01
2000,5.5,33.125,1,0.07,2000-01-01
2000,5.5,33.75,1,0.09,2000-01-01
2000,5.5,34.375,1,0.09,2000-01-01
2000,5.5,35.0,1,0.18,2000-01-01
2000,5.5,35.625,1,0.19,2000-01-01
2000,5.5,36.25,1,0.1,2000-01-01
2000,5.5,36.875,1,0.05,2000-01-01
2000,5.5,37.5,1,0.05,2000-01-01
2000,5.5,38.125,1,0.04,2000-01-01
2000,5.5,38.75,1,0.04,2000-01-01
2000,5.5,39.375,1,0.04,2000-01-01
2000,5.5,40.0,1,0.04,2000-01-01
2000,5.5,40.625,1,0.03,2000-01-01
2000,5.5,41.25,1,0.03,2000-01-01
2000,5.5,41.875,1,0.0,2000-01-01
2000,5.5,42.5,1,0.0,2000-01-01
2000,6.0,33.125,1,0.1,2000-01-01
2000,6.0,33.75,1,0.13,2000-01-01
2000,6.0,34.375,1,0.12,2000-01-01
2000,6.0,35.0,1,0.21,2000-01-01
2000,6.0,35.625,1,0.25,2000-01-01
2000,6.0,36.25,1,0.15,2000-01-01
2000,6.0,36.875,1,0.09,2000-01-01
2000,6.0,37.5,1,0.09,2000-01-01
2000,6.0,38.125,1,0.03,2000-01-01
2000,6.0,38.75,1,0.03,2000-01-01
2000,6.0,39.375,1,0.03,2000-01-01
2000,6.0,40.0,1,0.03,2000-01-01
2000,6.0,40.625,1,0.02,2000-01-01
2000,6.0,41.25,1,0.02,2000-01-01
2000,6.0,41.875,1,0.0,2000-01-01
2000,6.0,42.5,1,0.0,2000-01-01
2000,6.5,33.125,1,0.13,2000-01-01
2000,6.5,33.75,1,0.17,2000-01-01
2000,6.5,34.375,1,0.16,2000-01-01
2000,6.5,35.0,1,0.24,2000-01-01
2000,6.5,35.625,1,0.31,2000-01-01
2000,6.5,36.25,1,0.22,2000-01-01
2000,6.5,36.875,1,0.12,2000-01-01
2000,6.5,37.5,1,0.09,2000-01-01
2000,6.5,38.125,1,0.03,2000-01-01
2000,6.5,38.75,1,0.03,2000-01-01
2000,6.5,39.375,1,0.05,2000-01-01
2000,6.5,40.0,1,0.03,2000-01-01
2000,6.5,40.625,1,0.02,2000-01-01
2000,6.5,41.25,1,0.02,2000-01-01
2000,6.5,41.875,1,0.01,2000-01-01
2000,6.5,42.5,1,0.0,2000-01-01
2000,7.0,33.125,1,0.13,2000-01-01
2000,7.0,33.75,1,0.16,2000-01-01
2000,7.0,34.375,1,0.23,2000-01-01
2000,7.0,35.0,1,0.28,2000-01-01
2000,7.0,35.625,1,0.31,2000-01-01
2000,7.0,36.25,1,0.19,2000-01-01
2000,7.0,36.875,1,0.12,2000-01-01
2000,7.0,37.5,1,0.06,2000-01-01
2000,7.0,38.125,1,0.02,2000-01-01
2000,7.0,38.75,1,0.03,2000-01-01
2000,7.0,39.375,1,0.07,2000-01-01
2000,7.0,40.0,1,0.08,2000-01-01
2000,7.0,40.625,1,0.03,2000-01-01
2000,7.0,41.25,1,0.01,2000-01-01
2000,7.0,41.875,1,0.0,2000-01-01
2000,7.0,42.5,1,0.0,2000-01-01
2000,7.5,33.125,1,0.1,2000-01-01
2000,7.5,33.75,1,0.19,2000-01-01
2000,7.5,34.375,1,0.28,2000-01-01
2000,7.5,35.0,1,0.26,2000-01-01
2000,7.5,35.625,1,0.17,2000-01-01
2000,7.5,36.25,1,0.09,2000-01-01
2000,7.5,36.875,1,0.04,2000-01-01
2000,7.5,37.5,1,0.03,2000-01-01
2000,7.5,38.125,1,0.02,2000-01-01
2000,7.5,38.75,1,0.02,2000-01-01
2000,7.5,39.375,1,0.03,2000-01-01
2000,7.5,40.0,1,0.04,2000-01-01
2000,7.5,40.625,1,0.01,2000-01-01
2000,7.5,41.25,1,0.01,2000-01-01
2000,7.5,41.875,1,0.0,2000-01-01
2000,7.5,42.5,1,0.0,2000-01-01
2000,8.0,33.125,1,0.09,2000-01-01
2000,8.0,33.75,1,0.19,2000-01-01
2000,8.0,34.375,1,0.3,2000-01-01
2000,8.0,35.0,1,0.22,2000-01-01
2000,8.0,35.625,1,0.07,2000-01-01
2000,8.0,36.25,1,0.03,2000-01-01
2000,8.0,36.875,1,0.01,2000-01-01
2000,8.0,37.5,1,0.01,2000-01-01
2000,8.0,38.125,1,0.02,2000-01-01
2000,8.0,38.75,1,0.01,2000-01-01
2000,8.0,39.375,1,0.02,2000-01-01
2000,8.0,40.0,1,0.02,2000-01-01
2000,8.0,40.625,1,0.01,2000-01-01
2000,8.0,41.25,1,0.01,2000-01-01
2000,8.0,41.875,1,0.0,2000-01-01
2000,8.0,42.5,1,0.0,2000-01-01
2000,8.5,33.125,1,0.07,2000-01-01
2000,8.5,33.75,1,0.16,2000-01-01
2000,8.5,34.375,1,0.3,2000-01-01
2000,8.5,35.0,1,0.21,2000-01-01
2000,8.5,35.625,1,0.04,2000-01-01
2000,8.5,36.25,1,0.02,2000-01-01
2000,8.5,36.875,1,0.01,2000-01-01
2000,8.5,37.5,1,0.01,2000-01-01
2000,8.5,38.125,1,0.01,2000-01-01
2000,8.5,38.75,1,0.01,2000-01-01
2000,8.5,39.375,1,0.01,2000-01-01
2000,8.5,40.0,1,0.02,2000-01-01
2000,8.5,40.625,1,0.02,2000-01-01
2000,8.5,41.25,1,0.02,2000-01-01
2000,8.5,41.875,1,0.0,2000-01-01
2000,8.5,42.5,1,0.0,2000-01-01
2000,9.0,33.125,1,0.04,2000-01-01
2000,9.0,33.75,1,0.07,2000-01-01
2000,9.0,34.375,1,0.2,2000-01-01
2000,9.0,35.0,1,0.15,2000-01-01
2000,9.0,35.625,1,0.04,2000-01-01
2000,9.0,36.25,1,0.02,2000-01-01
2000,9.0,36.875,1,0.05,2000-01-01
2000,9.0,37.5,1,0.06,2000-01-01
2000,9.0,38.125,1,0.06,2000-01-01
2000,9.0,38.75,1,0.07,2000-01-01
2000,9.0,39.375,1,0.04,2000-01-01
2000,9.0,40.0,1,0.02,2000-01-01
2000,9.0,40.625,1,0.02,2000-01-01
2000,9.0,41.25,1,0.02,2000-01-01
2000,9.0,41.875,1,0.01,2000-01-01
2000,9.0,42.5,1,0.0,2000-01-01
2000,9.5,33.125,1,0.01,2000-01-01
2000,9.5,33.75,1,0.06,2000-01-01
2000,9.5,34.375,1,0.14,2000-01-01
2000,9.5,35.0,1,0.1,2000-01-01
2000,9.5,35.625,1,0.02,2000-01-01
2000,9.5,36.25,1,0.03,2000-01-01
2000,9.5,36.875,1,0.08,2000-01-01
2000,9.5,37.5,1,0.16,2000-01-01
2000,9.5,38.125,1,0.13,2000-01-01
2000,9.5,38.75,1,0.12,2000-01-01
2000,9.5,39.375,1,0.03,2000-01-01
2000,9.5,40.0,1,0.02,2000-01-01
2000,9.5,40.625,1,0.02,2000-01-01
2000,9.5,41.25,1,0.02,2000-01-01
2000,9.5,41.875,1,0.01,2000-01-01
2000,9.5,42.5,1,0.01,2000-01-01
2001,10.0,33.125,1,0.0,2001-01-01
2001,10.0,33.75,1,0.0,2001-01-01
2001,10.0,34.375,1,0.03,2001-01-01
2001,10.0,35.0,1,0.04,2001-01-01
2001,10.0,35.625,1,0.05,2001-01-01
2001,10.0,36.25,1,0.08,2001-01-01
2001,10.0,36.875,1,0.13,2001-01-01
2001,10.0,37.5,1,0.15,2001-01-01
2001,10.0,38.125,1,0.17,2001-01-01
2001,10.0,38.75,1,0.13,2001-01-01
2001,10.0,39.375,1,0.11,2001-01-01
2001,10.0,40.0,1,0.09,2001-01-01
2001,10.0,40.625,1,0.03,2001-01-01
2001,10.0,41.25,1,0.02,2001-01-01
2001,10.0,41.875,1,0.02,2001-01-01
2001,10.0,42.5,1,0.02,2001-01-01
2001,10.5,33.125,1,0.0,2001-01-01
2001,10.5,33.75,1,0.0,2001-01-01
2001,10.5,34.375,1,0.0,2001-01-01
2001,10.5,35.0,1,0.0,2001-01-01
2001,10.5,35.625,1,0.0,2001-01-01
2001,10.5,36.25,1,0.02,2001-01-01
2001,10.5,36.875,1,0.03,2001-01-01
2001,10.5,37.5,1,0.04,2001-01-01
2001,10.5,38.125,1,0.05,2001-01-01
2001,10.5,38.75,1,0.05,2001-01-01
2001,10.5,39.375,1,0.07,2001-01-01
2001,10.5,40.0,1,0.07,2001-01-01
2001,10.5,40.625,1,0.06,2001-01-01
2001,10.5,41.25,1,0.03,2001-01-01
2001,10.5,41.875,1,0.03,2001-01-01
2001,10.5,42.5,1,0.04,2001-01-01
2001,11.0,33.125,1,0.0,2001-01-01
2001,11.0,33.75,1,0.0,2001-01-01
2001,11.0,34.375,1,0.0,2001-01-01
2001,11.0,35.0,1,0.0,2001-01-01
2001,11.0,35.625,1,0.0,2001-01-01
2001,11.0,36.25,1,0.01,2001-01-01
2001,11.0,36.875,1,0.01,2001-01-01
2001,11.0,37.5,1,0.02,2001-01-01
2001,11.0,38.125,1,0.04,2001-01-01
2001,11.0,38.75,1,0.04,2001-01-01
2001,11.0,39.375,1,0.06,2001-01-01
2001,11.0,40.0,1,0.07,2001-01-01
2001,11.0,40.625,1,0.04,2001-01-01
2001,11.0,41.25,1,0.05,2001-01-01
2001,11.0,41.875,1,0.03,2001-01-01
2001,11.0,42.5,1,0.08,2001-01-01
2001,11.5,33.125,1,0.0,2001-01-01
2001,11.5,33.75,1,0.0,2001-01-01
2001,11.5,34.375,1,0.0,2001-01-01
2001,11.5,35.0,1,0.0,2001-01-01
2001,11.5,35.625,1,0.0,2001-01-01
2001,11.5,36.25,1,0.01,2001-01-01
2001,11.5,36.875,1,0.01,2001-01-01
2001,11.5,37.5,1,0.03,2001-01-01
2001,11.5,38.125,1,0.04,2001-01-01
2001,11.5,38.75,1,0.04,2001-01-01
2001,11.5,39.375,1,0.05,2001-01-01
2001,11.5,40.0,1,0.06,2001-01-01
2001,11.5,40.625,1,0.05,2001-01-01
2001,11.5,41.25,1,0.05,2001-01-01
2001,11.5,41.875,1,0.04,2001-01-01
2001,11.5,42.5,1,0.07,2001-01-01
2001,12.0,33.125,1,0.0,2001-01-01
2001,12.0,33.75,1,0.0,2001-01-01
2001,12.0,34.375,1,0.0,2001-01-01
2001,12.0,35.0,1,0.0,2001-01-01
2001,12.0,35.625,1,0.0,2001-01-01
2001,12.0,36.25,1,0.0,2001-01-01
2001,12.0,36.875,1,0.01,2001-01-01
2001,12.0,37.5,1,0.03,2001-01-01
2001,12.0,38.125,1,0.04,2001-01-01
2001,12.0,38.75,1,0.03,2001-01-01
2001,12.0,39.375,1,0.06,2001-01-01
2001,12.0,40.0,1,0.07,2001-01-01
2001,12.0,40.625,1,0.04,2001-01-01
2001,12.0,41.25,1,0.03,2001-01-01
2001,12.0,41.875,1,0.13,2001-01-01
2001,12.0,42.5,1,0.27,2001-01-01
2001,3.0,33.125,1,0.74,2001-01-01
2001,3.0,33.75,1,0.74,2001-01-01
2001,3.0,34.375,1,0.61,2001-01-01
2001,3.0,35.0,1,0.55,2001-01-01
2001,3.0,35.625,1,0.54,2001-01-01
2001,3.0,36.25,1,1.26,2001-01-01
2001,3.0,36.875,1,1.58,2001-01-01
2001,3.0,37.5,1,1.69,2001-01-01
2001,3.0,38.125,1,1.12,2001-01-01
2001,3.0,38.75,1,1.09,2001-01-01
2001,3.0,39.375,1,0.81,2001-01-01
2001,3.0,40.0,1,0.57,2001-01-01
2001,3.0,40.625,1,0.21,2001-01-01
2001,3.0,41.25,1,0.14,2001-01-01
2001,3.0,41.875,1,0.08,2001-01-01
2001,3.0,42.5,1,0.07,2001-01-01
2001,3.5,33.125,1,0.59,2001-01-01
2001,3.5,33.75,1,0.66,2001-01-01
2001,3.5,34.375,1,0.61,2001-01-01
2001,3.5,35.0,1,0.59,2001-01-01
2001,3.5,35.625,1,0.69,2001-01-01
2001,3.5,36.25,1,1.14,2001-01-01
2001,3.5,36.875,1,1.51,2001-01-01
2001,3.5,37.5,1,1.41,2001-01-01
2001,3.5,38.125,1,0.77,2001-01-01
2001,3.5,38.75,1,0.67,2001-01-01
2001,3.5,39.375,1,0.59,2001-01-01
2001,3.5,40.0,1,0.43,2001-01-01
2001,3.5,40.625,1,0.21,2001-01-01
2001,3.5,41.25,1,0.14,2001-01-01
2001,3.5,41.875,1,0.09,2001-01-01
2001,3.5,42.5,1,0.08,2001-01-01
2001,4.0,33.125,1,0.47,2001-01-01
2001,4.0,33.75,1,0.58,2001-01-01
2001,4.0,34.375,1,0.57,2001-01-01
2001,4.0,35.0,1,0.7,2001-01-01
2001,4.0,35.625,1,0.89,2001-01-01
2001,4.0,36.25,1,1.04,2001-01-01
2001,4.0,36.875,1,1.1,2001-01-01
2001,4.0,37.5,1,0.99,2001-01-01
2001,4.0,38.125,1,0.46,2001-01-01
2001,4.0,38.75,1,0.39,2001-01-01
2001,4.0,39.375,1,0.43,2001-01-01
2001,4.0,40.0,1,0.34,2001-01-01
2001,4.0,40.625,1,0.19,2001-01-01
2001,4.0,41.25,1,0.13,2001-01-01
2001,4.0,41.875,1,0.09,2001-01-01
2001,4.0,42.5,1,0.08,2001-01-01
2001,4.5,33.125,1,0.31,2001-01-01
2001,4.5,33.75,1,0.44,2001-01-01
2001,4.5,34.375,1,0.5,2001-01-01
2001,4.5,35.0,1,0.85,2001-01-01
2001,4.5,35.625,1,1.16,2001-01-01
2001,4.5,36.25,1,1.12,2001-01-01
2001,4.5,36.875,1,0.92,2001-01-01
2001,4.5,37.5,1,0.76,2001-01-01
2001,4.5,38.125,1,0.32,2001-01-01
2001,4.5,38.75,1,0.3,2001-01-01
2001,4.5,39.375,1,0.3,2001-01-01
2001,4.5,40.0,1,0.29,2001-01-01
2001,4.5,40.625,1,0.14,2001-01-01
2001,4.5,41.25,1,0.1,2001-01-01
2001,4.5,41.875,1,0.08,2001-01-01
2001,4.5,42.5,1,0.1,2001-01-01
2001,5.0,33.125,1,0.14,2001-01-01
2001,5.0,33.75,1,0.17,2001-01-01
2001,5.0,34.375,1,0.36,2001-01-01
2001,5.0,35.0,1,0.67,2001-01-01
2001,5.0,35.625,1,0.97,2001-01-01
2001,5.0,36.25,1,1.22,2001-01-01
2001,5.0,36.875,1,1.02,2001-01-01
2001,5.0,37.5,1,0.64,2001-01-01
2001,5.0,38.125,1,0.25,2001-01-01
2001,5.0,38.75,1,0.25,2001-01-01
2001,5.0,39.375,1,0.2,2001-01-01
2001,5.0,40.0,1,0.19,2001-01-01
2001,5.0,40.625,1,0.1,2001-01-01
2001,5.0,41.25,1,0.08,2001-01-01
2001,5.0,41.875,1,0.07,2001-01-01
2001,5.0,42.5,1,0.09,2001-01-01
2001,5.5,33.125,1,0.07,2001-01-01
2001,5.5,33.75,1,0.14,2001-01-01
2001,5.5,34.375,1,0.28,2001-01-01
2001,5.5,35.0,1,0.53,2001-01-01
2001,5.5,35.625,1,0.83,2001-01-01
2001,5.5,36.25,1,1.22,2001-01-01
2001,5.5,36.875,1,0.99,2001-01-01
2001,5.5,37.5,1,0.99,2001-01-01
2001,5.5,38.125,1,0.3,2001-01-01
2001,5.5,38.75,1,0.23,2001-01-01
2001,5.5,39.375,1,0.17,2001-01-01
2001,5.5,40.0,1,0.16,2001-01-01
2001,5.5,40.625,1,0.09,2001-01-01
2001,5.5,41.25,1,0.08,2001-01-01
2001,5.5,41.875,1,0.06,2001-01-01
2001,5.5,42.5,1,0.06,2001-01-01
2001,6.0,33.125,1,0.09,2001-01-01
2001,6.0,33.75,1,0.17,2001-01-01
2001,6.0,34.375,1,0.32,2001-01-01
2001,6.0,35.0,1,0.57,2001-01-01
2001,6.0,35.625,1,0.9,2001-01-01
2001,6.0,36.25,1,1.33,2001-01-01
2001,6.0,36.875,1,1.28,2001-01-01
2001,6.0,37.5,1,1.17,2001-01-01
2001,6.0,38.125,1,0.45,2001-01-01
2001,6.0,38.75,1,0.39,2001-01-01
2001,6.0,39.375,1,0.25,2001-01-01
2001,6.0,40.0,1,0.2,2001-01-01
2001,6.0,40.625,1,0.09,2001-01-01
2001,6.0,41.25,1,0.08,2001-01-01
2001,6.0,41.875,1,0.06,2001-01-01
2001,6.0,42.5,1,0.06,2001-01-01
2001,6.5,33.125,1,0.13,2001-01-01
2001,6.5,33.75,1,0.25,2001-01-01
2001,6.5,34.375,1,0.4,2001-01-01
2001,6.5,35.0,1,0.6,2001-01-01
2001,6.5,35.625,1,0.93,2001-01-01
2001,6.5,36.25,1,1.3,2001-01-01
2001,6.5,36.875,1,1.34,2001-01-01
2001,6.5,37.5,1,1.11,2001-01-01
2001,6.5,38.125,1,0.58,2001-01-01
2001,6.5,38.75,1,0.54,2001-01-01
2001,6.5,39.375,1,0.4,2001-01-01
2001,6.5,40.0,1,0.22,2001-01-01
2001,6.5,40.625,1,0.11,2001-01-01
2001,6.5,41.25,1,0.09,2001-01-01
2001,6.5,41.875,1,0.06,2001-01-01
2001,6.5,42.5,1,0.05,2001-01-01
2001,7.0,33.125,1,0.19,2001-01-01
2001,7.0,33.75,1,0.29,2001-01-01
2001,7.0,34.375,1,0.43,2001-01-01
2001,7.0,35.0,1,0.69,2001-01-01
2001,7.0,35.625,1,1.08,2001-01-01
2001,7.0,36.25,1,1.47,2001-01-01
2001,7.0,36.875,1,1.37,2001-01-01
2001,7.0,37.5,1,1.13,2001-01-01
2001,7.0,38.125,1,0.63,2001-01-01
2001,7.0,38.75,1,0.61,2001-01-01
2001,7.0,39.375,1,0.33,2001-01-01
2001,7.0,40.0,1,0.34,2001-01-01
2001,7.0,40.625,1,0.13,2001-01-01
2001,7.0,41.25,1,0.08,2001-01-01
2001,7.0,41.875,1,0.04,2001-01-01
2001,7.0,42.5,1,0.02,2001-01-01
2001,7.5,33.125,1,0.14,2001-01-01
2001,7.5,33.75,1,0.23,2001-01-01
2001,7.5,34.375,1,0.36,2001-01-01
2001,7.5,35.0,1,0.64,2001-01-01
2001,7.5,35.625,1,0.9,2001-01-01
2001,7.5,36.25,1,1.04,2001-01-01
2001,7.5,36.875,1,0.97,2001-01-01
2001,7.5,37.5,1,0.86,2001-01-01
2001,7.5,38.125,1,0.61,2001-01-01
2001,7.5,38.75,1,0.51,2001-01-01
2001,7.5,39.375,1,0.32,2001-01-01
2001,7.5,40.0,1,0.34,2001-01-01
2001,7.5,40.625,1,0.1,2001-01-01
2001,7.5,41.25,1,0.04,2001-01-01
2001,7.5,41.875,1,0.02,2001-01-01
2001,7.5,42.5,1,0.01,2001-01-01
2001,8.0,33.125,1,0.06,2001-01-01
2001,8.0,33.75,1,0.12,2001-01-01
2001,8.0,34.375,1,0.24,2001-01-01
2001,8.0,35.0,1,0.44,2001-01-01
2001,8.0,35.625,1,0.58,2001-01-01
2001,8.0,36.25,1,0.61,2001-01-01
2001,8.0,36.875,1,0.61,2001-01-01
2001,8.0,37.5,1,0.57,2001-01-01
2001,8.0,38.125,1,0.52,2001-01-01
2001,8.0,38.75,1,0.4,2001-01-01
2001,8.0,39.375,1,0.3,2001-01-01
2001,8.0,40.0,1,0.24,2001-01-01
2001,8.0,40.625,1,0.06,2001-01-01
2001,8.0,41.25,1,0.03,2001-01-01
2001,8.0,41.875,1,0.01,2001-01-01
2001,8.0,42.5,1,0.0,2001-01-01
2001,8.5,33.125,1,0.02,2001-01-01
2001,8.5,33.75,1,0.06,2001-01-01
2001,8.5,34.375,1,0.15,2001-01-01
2001,8.5,35.0,1,0.24,2001-01-01
2001,8.5,35.625,1,0.29,2001-01-01
2001,8.5,36.25,1,0.35,2001-01-01
2001,8.5,36.875,1,0.43,2001-01-01
2001,8.5,37.5,1,0.42,2001-01-01
2001,8.5,38.125,1,0.34,2001-01-01
2001,8.5,38.75,1,0.28,2001-01-01
2001,8.5,39.375,1,0.17,2001-01-01
2001,8.5,40.0,1,0.13,2001-01-01
2001,8.5,40.625,1,0.04,2001-01-01
2001,8.5,41.25,1,0.02,2001-01-01
2001,8.5,41.875,1,0.01,2001-01-01
2001,8.5,42.5,1,0.01,2001-01-01
2001,9.0,33.125,1,0.01,2001-01-01
2001,9.0,33.75,1,0.02,2001-01-01
2001,9.0,34.375,1,0.12,2001-01-01
2001,9.0,35.0,1,0.19,2001-01-01
2001,9.0,35.625,1,0.2,2001-01-01
